Title,Author(s),Published Year,Editions,Avg. Rating,Num. of Ratings
Statistical Foundations of Data Science,"['Jianqing Fan', 'Runze Li', 'Cun-Hui Zhang']",0,3,0.00,0
The Predictive Program Manager Volume 1: Data Science that every Project/Program Manager should know (Predictology Series Book 3),['Puneet Mathur'],0,1,0.00,0
Beginning Programming in Python and Data Science: Student Workbook and Instructor's Resources,"['Peter Kravsky', 'Teodorico Ampudia']",0,1,5.00,1
"Data Science: Theory, Analysis and Applications","['Qurban A Memon', 'Shakeel Ahmed Khoja']",0,4,0.00,0
Python Data Science: The Ultimate Guide on What You Need to Know to Work with Data Using Python,['Oliver Soranson'],0,1,5.00,1
Data Science. Nauka o dannyh s nulya,['Gras Dzhoel'],0,1,0.00,0
Applied Data Science: Lessons Learned for the Data-Driven Business,"['Martin Braschler', 'Thilo Stadelmann', 'Kurt Stockinger']",0,2,0.00,0
"Learn Python Programming: A Beginners Crash Course on Python Language for Getting Started with Machine Learning, Data Science and Data Analytics (Artificial Intelligence Book 1)",['Russel R. Russo'],0,2,3.00,1
Intelligent Data Analysis in Science,['Hugh Cartwright'],2000,1,4.00,1
2015 Data Science Salary Survey,['John King'],0,1,4.33,3
Cyber-Risk Informatics: Engineering Evaluation with Data Science,['Mehmet Sahinoglu'],2016,6,1.00,1
Data Science Using Python and R,"['Chantal D Larose', 'Daniel T. Larose']",0,1,0.00,0
"Python Data Science: Learn Python in a Week and Master It. An Hands-On Introduction to Big Data Analysis and Mining, a Project-Based Guide with Practical Exercises (7 Days Crash Course, Book 3)",['Computer Programming Academy'],0,2,0.00,0
Python for Beginners: The Crash Course to Learn Python Programming in 3-DAYS (or less) Master Artificial Intelligence for Data Science and Machine Learning + Practical Exercises,['Aaron Cox'],0,1,4.00,1
"ADVANCED DATA SCIENCE NEURAL NETWORK, TENSORFLOW ,KERA PART 1: Advanced Machine Learning, Data Science, AI, Neural Network, Tensorflow, KERA",['GICGAC ACADEMY'],0,1,0.00,0
"Data Analytics and Python Programming. Beginners Guide to Learn Data Analytics, Predictive Analytics and Data Science with Python Programming",['Isaac D Cody'],0,1,0.00,0
DATA SCIENCE: A Comprehensive Beginner’s Guide to Learn About the Realms of Data Science from A-Z,['Benjamin Smith'],0,2,0.00,0
Machine Learning: The Way of Artificial Inteligence & Data Science,['Jeff Phoenix'],0,1,0.00,0
Effective Conservation Science: Data Not Dogma,['Peter Kareiva'],0,1,5.00,2
Targeted Learning in Data Science: Causal Inference for Complex Longitudinal Studies,"['Mark J. van der Laan', 'Sherri Rose']",0,2,0.00,0
Data Science with SQL Server Quick Start Guide: Integrate SQL Server with data science,['Dejan Sarka'],0,2,3.33,3
What do they ask in top Data Science Interviews: 5 Complete Data Science Real Interviews Q and A,"['TheDataMonk', 'The DataMonk']",0,1,5.00,1
"Data Science for Beginners: What You Have to Know about Data Analytics, Data Mining, Data Security, Statistics, Coding and Tips",['Travis Goleman'],0,1,3.00,2
Python Data Science Handbook: The Ultimate Guide to Learn How to Use Python for Data Analysis and Data Science. Learn the Essential Tools for Beginners ... with Data (Artificial intelligence Book 5),['Oliver Soranson'],0,1,5.00,1
Julia Quick Syntax Reference: A Pocket Guide for Data Science Programming,['Antonello Lobianco'],0,2,2.50,2
"Python Programming: 2 Books in 1: Ultimate Beginner's Guide & 7 Days Crash Course, Learn Computer Programming, Machine Learning and Data Science Quickly with Step-by-Step Exercises",['John Russel'],0,2,0.00,0
Finding Value in Data: Determining Where Data Science Has the Greatest Impact,['Mike Bugembe'],0,1,0.00,0
"Data Analytics: 4 Manuscripts: Data Science for Beginners, Data Analysis with Python, SQL Computer Programming for Beginners, Statistics for Beginners",['Matt Foster'],0,1,2.00,1
Data Science in the Cloud with Microsoft Azure Machine Learning and R: 2015 Update,['Stephen F. Elston'],0,1,2.50,2
"JupyterLab Quick Start Guide: A beginner's guide to the next-gen, web-based interactive computing environment for data science","['Lindsay Richman', 'Melissa Ferrari', 'Joseph Oladokun']",0,2,3.00,1
Data Science Using Python and R,"['Chantal D Larose', 'Daniel T. Larose']",0,1,0.00,0
"Python Data Science: Learn Python in a Week and Master It. An Hands-On Introduction to Big Data Analysis and Mining, a Project-Based Guide with Practical Exercises (7 Days Crash Course, Book 3)",['Computer Programming Academy'],0,2,0.00,0
Python for Beginners: The Crash Course to Learn Python Programming in 3-DAYS (or less) Master Artificial Intelligence for Data Science and Machine Learning + Practical Exercises,['Aaron Cox'],0,1,4.00,1
"Machine Learning for Beginners: The Beginner’s Guide to Big Data Analytics, Data Science, Data Analysis with Machine Learning",['Leonard Deep'],0,1,0.00,0
Python for Data Analysis: Master Deep Learning with Python Language and Become Great at Programming for Beginners with Hands-on Project,['Jason Scratch'],0,1,4.00,1
"Computer Programming: Python - 3 Books in 1: A Crash Course to Go Deep into Artificial Intelligence. Tools, Tips and Tricks to Implement Your Neural Networks with Machine Learning and Data Science",['Russel R. Russo'],0,1,0.00,0
"Python: 2 Books in 1: The Crash Course for Beginners to Learn Python Programming, Data Science and Machine Learning + Practical Exercises Included.",['Aaron Khan'],0,2,2.00,2
Data Science in Education Using R,"['Ryan A Estrellado', 'Emily A Freer', 'Jesse Mostipak']",0,4,5.00,2
"Python for Data Science: A step-by-step Python Programming Guide to Master Big Data, Analysis, Machine Learning, and Artificial Intelligence",['Oscar Brogan'],0,2,0.00,0
Philosophy of Big Data: Expanding the Human-Data Relation with Big Data Science Services.,['Melanie Swan'],0,1,4.50,2
"The Educational Leader's Guide to Improvement Science: Data, Design and Cases for Reflection","['Robert Crow', 'Brandi Nicole Hinnant-Crawford', 'Dean T Spaulding']",0,1,5.00,1
"ARTIFICIAL INTELLIGENCE BUSINESS APPLICATIONS: How to Learn Applied Artificial Intelligence and Use Data Science for Business. Includes Data Analytics, Machine Learning for Business and Python",['William J. Ford'],0,2,0.00,0
Data Science Applications Across The Industries: Applied Data Science,['Goran Dragosavac'],0,1,3.00,1
The Feedback Loop: Using Formative Assessment Data for Science Teaching and Learning,['Erin Marie Furtak'],0,3,4.00,1
Learning from Data Made Easy with R: A Gentle Introduction for Data Science,['N.D. Lewis'],0,2,3.00,1
"Artificial Intelligence For Business: How Your Company Can Make More Profit with Machine Learning, Data Science, Big Data, and Deep Learning",['Konnor Cluster'],0,1,4.00,1
"PYTHON FOR BEGINNERS: The Ultimate Guide to Learn Python, the Secrets of Machine Language Learning, Data Science Analysis and Data Analytics, Coding Language for Beginners.",['Anthony Hack'],0,1,0.00,0
"PYTHON PROGRAMMING: 3 MANUSCRIPTS CRASH COURSE CODING WITH PYTHON DATA SCIENCE. THE STEP BY STEP GUIDE FOR BEGINNERS TO MASTER SOFTWARE PROJECTS, ALGORITHMS, TRICKS AND TIPS","['ADRIENNE HAWKES MATTHES', 'JOHN TACKE']",0,1,0.00,0
Python for Data Science: Advanced and Effective Strategies of Using Python Data Science Theories,['Ethan Williams'],0,1,0.00,0
Data Science for Undergraduates: Opportunities and Options,"['National Academies of Sciences, Engineering and Medicine', 'Division of Behavioral and Social Sciences and Education', 'Board on Science Education']",0,1,5.00,2
Data Science Fundamentals for Python and Mongodb,['David Paper'],0,1,0.00,0
Data Science: Questions and Answers,['George Duckett'],0,2,0.00,0
"Data Science for Beginners: 2 Books in 1: Deep Learning for Beginners + Machine Learning with Python - A Crash Course to Go Through the Artificial Intelligence Revolution, Python and Neural Networks",['Russel R. Russo'],0,2,0.00,0
"Python Programming: A beginners’ guide to understand machine learning and master coding. Includes Smalltalk, Java, TCL, JavaScript, Perl, Scheme, Common Lisp, Data Science Analysis, C++, PHP & Ruby",['Adam Bash'],0,1,5.00,1
"Python Programming: The Ultimate Crash Course for Learning Python Quickly, with Practical Examples and Coding Language Tricks for Beginners. Computer Programming for Data Science and Machine Learning",['Daniel Howard'],0,2,0.00,0
Strategies in Biomedical Data Science: Driving Force for Innovation,['Jay Etching'],0,3,0.00,0
"An Introduction to Data: Everything You Need to Know About AI, Big Data and Data Science",['Francesco Corea'],0,1,0.00,0
Where Does Sound Come From? Data & Graphs for Science Lab: Volume 1,['M. Schottenbauer'],2013,2,3.50,2
"Fake Science: Exposing the Left's Skewed Statistics, Fuzzy Facts, and Dodgy Data","['Austin Ruse', 'Mike Chamberlain']",0,7,3.84,111
Methods for Data Science: I - Introductory Applied Mathematics,['James Godfrey'],0,1,0.00,0
#MusicTech: Experimenting with Data Science and Recommender Systems,['Alexandre Passant'],2015,1,4.00,3
Smarter Data Science: Succeeding with Enterprise-Grade Data and AI Projects,"['Neal Fishman', 'Cole Stryker', 'Grady Booch']",0,1,0.00,0
Introdução a Data Science: Algoritmos de Machine Learning e métodos de análise,"['Tatiana Escovedo', 'Adriano Koshiyama']",0,2,3.00,1
Statistics: The Art and Science of Learning from Data,"['Alan Agresti', 'Chris Franklin', 'Christine A. Franklin']",2006,46,3.21,84
Quantitative Methods for Data Science: I - Introductory Applied Mathematics,['James Godfrey'],2014,1,4.00,1
Data Science and Predictive Analytics: Biomedical and Health Applications Using R,['Ivo D Dinov'],0,2,0.00,0
Data Science Foundations: Geometry and Topology of Complex Hierarchic Systems and Big Data Analytics,['Fionn Murtagh'],0,4,0.00,0
"Python Machine Learning For Beginners: The Complete Guide to Programming and Deep Learning, Machine Learning and Deep Learning with Python, Data Science and Artificial Intelligence Using Scikit-Learn",['Brian S. Downey'],0,2,0.00,0
"Machine Learning- The Mastery Bible: The definitive guide to Machine Learning, Data Science, Artificial Intelligence, Neural Networks, and Data Analytics.",['Bill Hanson'],0,2,0.00,0
Markov Models: Master the Unsupervised Machine Learning in Python and Data Science with Hidden Markov Models and Real World Applications,['Robert  Wilson'],0,2,3.00,1
Data Science Approach from Scratch,['Nizamuddin Siddiqui'],0,2,1.00,1
scikit-learn : Machine Learning Simplified: Implement scikit-learn into every step of the data science pipeline,"['Raúl Garreta', 'Guillermo Moncecchi', 'Trent Hauck']",0,2,0.00,0
Deep Learning for Business with Python: A Very Gentle Introduction to Deep Neural Networks for Practical Data Science,['N.D. Lewis'],0,1,0.00,0
"Palpable Python beat it in 7 days: Learn it fast, Use it more Effective Step by Step Practical Programming for Newbies, Introduction Encoding functions Data Science",['Robert Anderson'],0,2,5.00,1
JavaScript for Data Science,"['Maya Gans', 'Toby Hodges', 'Greg Wilson']",0,3,0.00,0
Python Data Science: A Step-By-Step Guide to Data Analysis. What a Beginner Needs to Know About Machine Learning and Artificial Intelligence. Exercises Included,['Axel Ross'],0,2,0.00,0
Python Data Science: 3 Books in 1: Hands on Learning for Beginners+A Hands-on Guide Beyond the Basics+A Hands-On Guide For Experts,['Travis Booth'],0,2,0.00,0
Python for Data Science: The ultimate step-by-step guide to python programming. Discover how to master Big Data and their analysis and understand machine learning,"[""Daniel O'Reilly""]",0,1,5.00,2
Data-Intensive Science,"['Terence Critchlow', 'Kerstin Kleese Van Dam']",2012,5,4.00,1
"Ruby: Programming, Master's Handbook: A TRUE Beginner's Guide! Problem Solving, Code, Data Science, Data Structures & Algorithms (Code like a PRO in 24 hrs or less!)","['Codewell Academy', 'R M Z Trigo']",2015,1,0.00,0
Applied Data Science: Transforming User Data Into Actionable Insights,['Joanne Rodrigues-Craig'],0,1,0.00,0
Deep Learning for Beginners: This Book Includes 2 Manuscripts: Deep Learning for Beginners and Data Science from Scratch,['Steven Cooper'],0,1,0.00,0
Data Science for Healthcare: Methodologies and Applications,"['Sergio Consoli', 'Diego Reforgiato Recupero', 'Milan Petkovic']",0,2,0.00,0
Data Science: Tips and Tricks to Learn Data Science Theories Effectively,['William Vance'],0,4,0.00,0
Data Science für Dummies,['Lillian Pierson'],0,2,0.00,0
Data science : fondamentaux et études de cas : Machine learning avec Python et R,"['Eric Biernat', 'Michel Lutz', 'Yann LeCun']",0,1,0.00,0
125 Must Have Python Questions Before Data Science Interview: From Installation to Interview Questions,['The DataMonk'],0,1,4.00,1
Geospatial Data Science Quick Start Guide: Effective techniques for performing smarter geospatial analysis using location intelligence,"['Abdishakur Hassan', 'Jayakrishnan Vijayaraghavan']",0,2,0.00,0
PYTHON DATA SCIENCE FOR BEGINNERS: A Complete Crash Course to Become a Data Scientist from Scratch and Increase Your Skills to Have a Successful Career ... (MACHINE LEARNING WITH PYTHON Book 3),['Oliver R. Simpson'],0,1,0.00,0
Python for Data Science: Data analysis and Deep learning with Python coding and programming. The latest beginner's guide with practical applications on Machine learning and Artificial intelligence.,['William Wizner'],0,2,2.00,1
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python,['AI Publishing'],0,1,0.00,0
Data Science Using Python and R (Wiley Series on Methods and Applications in Data Mining),"['Chantal D. Larose', 'Daniel T. Larose']",0,1,0.00,0
"Lean: The Ultimate Guide to Lean Six Sigma, Lean Enterprise, and Lean Manufacturing + Lean Analytics - The Agile Way to Build a Superior Startup Using Data Science",['James Edge'],0,1,4.00,1
Data Science for Business and Decision Making,"['Luiz Favero', 'Patricia Favero']",0,1,5.00,1
R: Programming and Data Science,"['Kun Ren', 'Selva Peabhakaran']",0,1,0.00,0
"Python Highway: 2 Books in 1: The Fastest Way for Beginners to Learn Python Programming, Data Science and Machine Learning in 3 Days (or less) + Practical Exercises Included",['Aaron Cox'],0,2,0.00,0
Advanced Data Science and Analytics with Python,['Jesus Rogel-Salazar'],0,2,0.00,0
Python for Data science: The latest guide for the novice data scientist. Learn the principles of Python language to analyze and manage data. Machine learning and Scikit-learn sections included.,['William Dimick'],0,1,0.00,0
Handling Science Data,"['Peter Horwood', 'Joyce Porter']",2002,1,5.00,1
"Python: Programming, Master's Handbook; A TRUE Beginner's Guide! Problem Solving, Code, Data Science, Data Structures & Algorithms (Code like a PRO in 24 hrs or less!)","['Code Well Academy', 'R M Z Trigo']",2015,1,0.00,0
Data Science with Hadoop,"['Ofer Mendelevitch', 'Casey Stella', 'Doug Eadline']",2016,1,0.00,0
"COMPUTER PROGRAMMING: 4 Books in 1: Data Science, Hacking with Kali Linux, Computer Networking for Beginners, Python Programming. Coding Language for Machine Learning and Artificial Intelligence",['Jason Callaway'],0,2,0.00,0
Data Science Tools: R - Excel - Knime - Openoffice,['Christopher Greco'],0,1,0.00,0
Product Analytics: Applied Data Science Techniques for Actionable Consumer Insights (Addison-Wesley Data & Analytics Series),['Rodrigues-Craig Joanne'],0,1,5.00,1
Data Science mit Python,['Jake VanderPlass'],0,1,5.00,1
Julia 1.0 Programming Cookbook: Over 100 numerical and distributed computing recipes for your daily data science workﬂow,"['Przemysław Szufel', 'Bogumił Kamiński']",0,1,0.00,0
Charting the Next Pandemic: Modeling Infectious Disease Spreading in the Data Science Age,"['Ana Pastore y Piontti', 'Nicola Perra', 'Luca Rossi']",0,2,0.00,0
Scaling Data Science for the Industrial Internet of Things,['Andy Oram'],0,2,3.00,1
"501 Data Science Questions: An essential checklist. Ask the right questions, avoid dead ends, and supercharge your project (Tiny Data Science Book 3)",['Bill Yarberry'],0,2,0.00,0
How I Passed DP-100: Designing and Implementing a Data Science Solution on Azure: Sure Shot Certification Tips,['Empirical Matt Publications'],0,1,1.50,2
"Python Data Analytics: Data Analysis and Science using pandas, matplotlib and the Python Programming Language",['Fabio Nelli'],0,1,0.00,0
Agile Data Science: Interview QA Book,['Linux Kuriosity'],0,1,3.00,1
Hands-On Data Science with the Command Line: Automate everyday data science tasks using command-line tools,"['Jason    Morris', 'Chris McCubbin', 'Raymond Page']",0,3,0.00,0
"Confessions of a Data Scientist...or Warrior-Priest?: Lessons From 25 Years of Data Science, Performance Measurement and Decision Support",['Ron Schack Ph.D.'],0,1,0.00,0
Python Programmieren 7 in 1: Der schnelle Einstieg,['Florian Dedov'],0,2,5.00,1
Data Science with Jupyter,['Prateek Gupta'],0,1,5.00,1
"Data Science mit Python: Das Handbuch für den Einsatz von IPython, Jupyter, NumPy, Pandas, Matplotlib und Scikit-Learn",['Jake Vanderplas'],0,1,4.00,2
Python Machine Learning: Complete and Clear Introduction to the Basics of Machine Learning with Python. Comprehensive Guide to Data Science and Analytics.,['Alex Campbell'],0,2,0.00,0
Data Visualization and Text Principles and Practices: The Eye of Data Science,['Thomas Miller'],0,1,0.00,0
Thoughtful Data Science,['David Taieb'],0,1,0.00,0
"Python Programming: 3 Books in 1: Data Science Handbook, Data Analysis and Machine Learning with Python. A Crash Course to Learn Programming.",['Oliver Soranson'],0,1,0.00,0
Master Data Science and Data Analysis with Pandas,['Arun Kumar'],0,1,0.00,0
The Essentials of Data Science: Knowledge Discovery Using R,['Graham Williams'],0,2,3.00,1
Cybersecurity Analytics (Chapman & Hall/CRC Data Science Series),"['Rakesh M. Verma', 'David J. Marchette']",0,1,0.00,0
Business Analytics: The Science of Data - Driven Decision Making,['U Dinesh Kumar'],0,1,3.69,16
"Physical Sciences Data, Volume 15: Handbook of Glass Data: Silica Glass and Binary Silicate Glasses",['O.V. Mazurin'],1983,2,0.00,0
Guide to Social science data preparation and archiving Best practices,['ICPSR'],0,1,0.00,0
"Data Science: Learn the What, Where, and How of Data Science",['Sandya Mannarswamy'],2014,1,5.00,1
"Artificial Intelligence and Life: A Complete Guide to the Basic Concepts in AI, Neural Networks, Machine Learning and Data Science",['Hans Weber'],0,2,0.00,0
Data Science Para Leigos: Tradução da 2ª Edição,['Lillian Pierson'],0,1,0.00,0
Learn Coding With Python: How To use Python Programming Language Hands on Machine Learning Projects for Complete Beginners,['Paul Jamsey'],0,2,0.00,0
The Digital Cell: Cell Biology as a Data Science,['Stephen J. Royle'],0,3,0.00,0
Handbook of Research on Data Science for Effective Healthcare Practice and Administration,"['Behrouz H. Far', 'Amir Albadvi', 'Bijan Raahemi']",0,1,5.00,1
Python for Data Science,"['Raj Kori', 'Abhi Sharma']",0,1,0.00,0
"Big Data Demystified: How To Use Big Data, Data Science And Ai To Make Better Business Decisions And Gain Competitive Advantage",['David Stephenson'],0,1,4.00,1
Supercharge Your B2B Marketing Performance: How to leverage Analytics and Data Science in Business-to-Business Marketing,['Joju Michael Mangalam'],0,1,0.00,0
First-order and Stochastic Optimization Methods for Machine Learning (Springer Series in the Data Sciences),['Guanghui Lan'],0,1,0.00,0
Statistical Learning and Data Science,['Mireille Summa'],2011,2,0.00,0
Optimization and Its Applications in Control and Data Sciences: In Honor of Boris T. Polyak S 80th Birthday,['Boris Goldengorin'],0,1,0.00,0
Textual Data Science with R,['Mónica Bécue-Bertaut'],0,4,5.00,1
Data Science Secrets: How to Get Your Dream Job in Data: Break into the field of data and start earning the money you deserve,['Jay Samson'],0,1,0.00,0
The Cambridge Handbook of Earth Science Data,"['Paul Henderson', 'Gideon M. Henderson']",2005,5,3.00,1
Data Science and Business Intelligence: Advice from important Data Scientists around the World,['Heverton Anunciação'],0,3,5.00,1
Python Programming And Linux For Beginners: 2 Books In 1: Learn How To Use Linux Os And Start Coding In Python For Data Science And Machine Learning With This Easy To Follow Guide For Beginners,['Marvin Dale'],0,1,0.00,0
Data Science on AWS,"['Chris Fregly', 'Antje Barth']",0,2,3.00,1
"Python Data Analysis: Comprehensive Guide to Data Science, Analytics and Metrics with Python",['Alex Campbell'],0,1,0.00,0
Computational Optimal Transport: With Applications to Data Science (Foundations and Trends,"['Gabriel Peyre', 'Marco Cuturi']",0,1,0.00,0
Modeling Techniques in Predictive Analytics with Python and R: A Guide to Data Science,['Thomas W. Miller Jr.'],2014,2,0.00,0
data science in transportation,['Mike Barlow'],0,1,4.00,2
Recent Developments in Data Science and Business Analytics: Proceedings of the International Conference on Data Science and Business Analytics (Icdsba- 2017),['Madjid Tavana'],0,1,0.00,0
"Data Science for Business 2019 (2 BOOKS IN 1): Master Data Analytics & Machine Learning with Optimized Marketing Strategies (Artificial Intelligence, Neural Networks, Algorithms & Predictive Modelling","['Matt Henderson', 'Riley Adams']",0,1,0.00,0
"DATA SCIENCE FOR BEGINNERS: Introduction to Data Science: Python, Coding, Application, Statistics, Decision Tree, Neural Network, and Linear Algebra (Series Book 2)",['Prof John Smith'],0,1,0.00,0
"Python Computer Programming for Beginners: The Ultimate Guide To Learn Python, The Secret of Machine Language Learning, Data Science Analysis and Data Analytics, Coding Language For Beginners",['Anthony Hack'],0,2,0.00,0
Agile Data Science with R,['Edwin Thoen'],0,1,4.00,1
Education Data Done Right: Lessons from the Trenches of Applied Data Science,"['Wendy Geller', 'Dorothyjean Cratty', 'Jared Knowles']",0,1,0.00,0
Python Data Science: The Utimate Crash Course for Beginners. Learn Python in a Week and Master It.,['Press Computer Programming'],0,2,0.00,0
Python for Data Science : A Practical Guide to Master Python Programming and System Administration. Discover The Essentials of Machine Learning and Artificial Intelligent Using Python Code.,['Cooper Turner'],0,4,4.00,1
Intro to Data Science,['thisgirlsays22'],0,1,4.00,1
Statistical Data Analysis,['Glen Cowan'],1998,5,4.12,24
"Data Security for Modern Enterprises: Data Security in the World of Cloud Computing, Big Data, Data Science, and Modern Attacks","['Peter Guerra', 'Drew Farris']",0,1,0.00,0
Big Data and Data Science Initiative in India - Upcoming Job Opportunities (Vol.-2): Post Demonetisation Scenario (Post Demonetisation India Book 5),['Ajit Roy'],0,1,0.00,0
"Data Analytics: 3 Books in 1 - The Concise Guide For Understanding & Using Data Analytics, Data Science & Big Data",['J F Thompson'],0,1,0.00,0
Mastering Spark for Data Science,"['Andrew Morgan', 'Antoine Amend', 'Matthew Hallett']",0,3,0.00,0
Data Science Landscape: Towards Research Standards and Protocols,['Usha Mujoo Munshi'],0,2,0.00,0
Data Science From Scratch: Ultimate Guide To Master Data Mining And Data-Analytic From Linear Algebra And Statistics To Practical Examples Of Neural Networks And Machine Learning In Python,['Ramon Base'],0,1,0.00,0
Applied Data Science,"['Ian Langmore', 'Daniel Krasner']",0,1,0.00,0
Leveraging Data Science for Global Health,"['Leo Anthony Celi', 'Maimuna S. Majumder', 'Patricia Ordóñez']",0,2,4.00,1
Cybersecurity Data Science Projects for Students: Beginner Projects to Learn the Field and Build up Your Resume,['Dr. Emmanuel Tsukerman'],0,1,0.00,0
"python programming for beginners: The simplified beginner's guide to learn basics Python computer language, coding project, data science, data analytics and learn machine learning. Exercises inside.",['Matthew Python'],0,1,5.00,1
Big Data for Regional Science,"['Laurie A. Schintler', 'Zhenhua Chen']",0,5,0.00,0
Turbocharge Your B2C Marketing Performance: How to leverage Analytics and Data Science in Business-to-Consumer Marketing,['Joju Michael Mangalam'],0,1,3.00,1
Data Science Using Oracle Data Miner and Oracle R Enterprise: Transform Your Business Systems into an Analytical Powerhouse,['Sibanjan Das'],0,3,0.00,0
Python Programmieren 5 in 1: Der schnelle Einstieg,['Florian Dedov'],0,1,0.00,0
"It's All Analytics!: The Foundations of Al, Big Data and Data Science Landscape for Professionals in Healthcare, Business, and Government","['Scott Burk', 'Gary Miner']",0,2,0.00,0
Driving Digital Transformation Through Data and AI: A Practical Guide to Delivering Data Science and Machine Learning Products,"['Alexander Borek', 'Nadine Borek-Prill']",0,1,4.00,1
IoT - INTERNET OF THINGS BASICS: FOR BEGINNERS: FAST AND EASY WAY TO LEARN IoT BASICS AND INTRODUCTION TO DATA SCIENCE,['JP TAM'],0,1,0.00,0
"Python Programming: 2 Books in 1: Python for Data Analysis and Science with Big Data Analysis, Statistics and Machine Learning.",['Computer Science Academy'],0,1,0.00,0
Machine Learning: 2 Books in 1: An Introduction Math Guide for Beginners to Understand Data Science Through the Business Applications,['Samuel Hack'],0,1,1.00,1
"Applied Data-Centric Social Sciences: Concepts, Data, Computation, and Theory",['Aki-Hiro Sato'],2014,3,4.00,1
The Predictive Program Manager Volume 2: Data Science that every Project/Program Manager should know (Predictology Series Book 4),['Puneet Mathur'],0,1,0.00,0
Strategies in Biomedical Data Science: Driving Force for Innovation (Wiley and SAS Business Series),"['Jay A. Etchings', 'Ken Buetow']",0,1,3.00,1
Learn By Examples - A Quick Guide To Data Science With Python,['Eric M. H. Goh'],0,1,0.00,0
Data Science for Supply Chain Forecasting,['Nicolas Vandeput'],0,1,0.00,0
"Python Machine Learning for Beginners: The Beginner's Guide to Big Data Analytics, Data Science, Data Analysis with Machine Learning and Programming Code with Python",['Leonard Deep'],0,1,0.00,0
PRACTITIONER'S introductory guide to data science for governance and Reporting: minimalistic coding approach,['Ankit Singh'],0,1,4.50,2
Data Science with Python: The Ultimate Step-by-Step Guide for Beginners to Learn Python for Data Science,['Julian James McKinnon'],0,1,2.00,1
python for beginners: The Ultimate Guide for Data Science and How to Programming Python Smart Way to Learn Data Analytics & Deep Learning Faster Computer Programming for Beginners,['tony f. charles'],0,2,0.00,0
Statistics for Beginners in Data Science: Theory and Applications of Essential Statistics Concepts using Python,['AI Publishing'],0,1,0.00,0
"Practical Data Science With R [2nd Edition] (2020): Nina Zumel, John Mount, Jeremy Howard, Rachel Thomas (2020)",['Nina Zumel John Mount'],0,1,0.00,0
A Guide for Selecting Statistical Techniques for Analyzing Social Science Data,"['Frank M. Andrews', 'University of Michigan, Survey Research Center Staff']",1974,2,5.00,1
Data Science-A Career Option for 21st Century: Job Prospect in Data Science (Data Science:Series-2),['Ajit Roy'],0,3,0.00,0
"Data Science: Grundlagen, Architekturen und Anwendungen","['Uwe Haneke', 'Stephan Trahasch', 'Michael Zimmer']",0,1,3.00,1
"R Data Science Quick Reference: A Pocket Guide to Apis, Libraries, and Packages",['Thomas Mailund'],0,1,0.00,0
Data Science for Executives: Leveraging Machine Intelligence to Drive Business Roi,['Nir Kaldero'],0,1,0.00,0
DATA SCIENCE & MACHINE LEARNING TOOLS - JOB MARKET DEMAND - A REPORT: NO CODING REQUIRED TOOLS,['CURIOSITY PUBLISHERS'],0,1,5.00,1
"Machine Learning 2020: A Fundamental Guide to Learn and Master Artificial Intelligence, Data Science, Data Analytics",['Alex Tyie'],0,1,0.00,0
"Analytics & Probability: Data Science, Data Analysis and Predictive Analytics for Business & Risk Management, Statistics, Combinations, and Permutations for Business",['Daniel Covington'],0,1,4.00,1
Tableau 2020 A-Z: Hands-On Tableau Training for Data Science,['Nileriver Publications'],0,1,0.00,0
PYTHON FOR DATA ANALYSIS: 2 BOOKS IN1 Learn as a PRO to use data science for business through applied artificial intelligence. Master machine learning and discover the secrets of computer programming,['Jason Test'],0,1,5.00,1
"Python Machine Learning for Beginners: The First Step-by-Step Guide for Beginners to Programming and Deep Learning with Python. Data Science, Artificial Intelligence Using Scikit-Learn.",['Andrew L. Johnson'],0,1,0.00,0
Handling Science Data,"['Peter Horwood', 'Joyce Porter']",0,1,0.00,0
The Hitchhiker's Guide to Data Science,"['David Roi Hardoon', 'Reuben Ng']",0,1,1.00,1
Mastering Java for Data Science,['Alexey Grigorev'],0,2,0.00,0
Game Theory for Data Science: Eliciting Truthful Information,['Boi Faltings'],0,4,3.00,1
Ultimate Guide to Data Science Interviews,"['Roger Huang', 'Sri Kanajan']",0,1,0.00,0
Data Science Workflow for Beginners: Start your Data Science Journey into a Successful High Paying Career,['Alejandro García'],0,1,3.00,1
"The Data Science Workshop: A New, Interactive Approach to Learning Data Science","['Anthony So', 'Thomas V. Joseph', 'Robert Thas John']",0,2,4.00,1
Modern Data Mining Algorithms in C++ and Cuda C: Recent Developments in Feature Extraction and Selection Algorithms for Data Science,['Timothy Masters'],2020,3,2.00,1
Leading with AI and Analytics: Build Your Data Science IQ to Drive Business Value,"['Eric Anderson', 'Florian Zettelmeyer']",0,3,0.00,0
Federal Data Science: Transforming Government and Agricultural Policy Using Artificial Intelligence,"['Feras Batarseh', 'Ruixin Yang']",0,2,0.00,0
Data Science for Cyber-Security,"['Nicholas Heard', 'Patrick Rubin-Delanchy', 'Melissa Turcotte']",0,2,0.00,0
Starting a Career in Data Science and Analytics: Resources for a UHD MSDA Houston Student Job Search,"['John Henderson', 'Forrest Hudson', 'Renee Veloz']",0,1,0.00,0
Data Science with Jupyter: Master Data Science skills with easy-to-follow Python examples,['Prateek Gupta'],0,3,2.00,1
